,Intl_Calls,Intl_Charge,Total_Minutes,Total_Charge,Min_Call,Total_Calls,Cost_Call,Region_Code
241,4           7,1.73,454.2,41.52,1.85,246,5.92,3
241,5           3,2.43,593,53.55,1.75,339,6.33,7
241,6           5,3.21,600,59.45,1.76,341,5.74,3
241,7           4,2.51,440.9,41.67,1.55,284,6.82,5
241,8           5,2.97,636.9,63.58,2.21,288,4.53,7
241,9           4,2.4,717.5,74.74,2.39,300,4.01,1
242,0           2,3.13,505.8,52.55,1.73,293,5.58,3
242,1           3,2.94,519.9,55.93,1.84,282,5.04,2
242,2           6,4.1,481.5,46.16,1.81,266,5.76,5
242,3           2,1,436.9,45.42,1.6,273,6.01,5
242,4           3,1.73,477.7,45.49,1.41,339,7.45,2
242,5           6,2.32,498.8,45.44,1.73,288,6.34,5
242,6           6,3.54,615.6,54.11,1.73,356,6.58,5
242,7           3,2.57,600.1,57.16,2.16,278,4.86,2
242,8           3,3.05,515.2,44.35,1.73,298,6.72,3
242,9           5,2.7,690.6,71.47,2.54,272,3.81,4
243,0           3,4.21,591.1,56.03,1.96,301,5.37,5
243,1           4,2.75,571.5,57.15,2.14,267,4.67,3
243,2           3,3.59,563.7,52.35,1.71,330,6.3,4
243,3           3,3.27,608.2,65.9,1.84,330,5.01,5
243,4           4,3.05,485.9,41.06,1.5,324,7.89,2
243,5           6,2.78,806.1,87.03,2.8,288,3.31,4
243,6           2,3.59,612.5,65.67,1.8,341,5.19,6
243,7           4,2.24,688.4,56.51,2.07,332,5.88,1
243,8           5,2.97,642.5,65.73,2.07,310,4.72,2
243,9           4,3.94,557.8,57.09,1.72,324,5.68,2
244,0           6,1.89,573.1,60.4,1.54,373,6.18,6
244,1           4,3.27,544.2,55.82,1.81,300,5.37,7
244,2           3,1.27,677.2,66.73,2.14,316,4.74,2
244,3           5,2.97,451.1,41.58,1.46,308,7.41,5
244,4           4,2.62,679.2,76.81,2.03,335,4.36,6
244,5           5,3.13,560.8,60.51,1.81,309,5.11,5
244,6           6,3.13,547.7,54.66,1.61,340,6.22,5
244,7           4,3.48,564.2,58.65,1.68,335,5.71,4
244,8           3,3.73,498.2,60.55,1.63,305,5.04,5
244,9           6,2.05,661.5,69.28,1.97,335,4.84,2
245,0           6,3.21,608,52.98,1.93,315,5.95,4
245,1           4,2.89,667.6,75.52,1.99,336,4.45,5
245,2           6,3.7,473.3,54.94,1.63,291,5.3,3
245,3           8,2.7,601.1,64.57,2.54,237,3.67,7
245,4           4,2.62,582.3,50.28,1.75,333,6.62,7
245,5           6,1.92,515.2,47.42,1.38,374,7.89,5
245,6           6,2.81,627.8,66.93,2.04,308,4.6,4
245,7           2,3.29,624.5,61.36,2.2,284,4.63,5
245,8           4,2.38,760.2,73.54,2.35,323,4.39,5
245,9           7,3.97,624,64.85,2.33,268,4.13,7
246,0           5,2.65,512.1,45.02,1.81,283,6.29,5
246,1           5,3.11,599.6,64.27,1.82,330,5.13,2
246,2           4,2.94,527.8,55.45,1.7,310,5.59,3
246,3           4,2.73,596,58.63,2.25,265,4.52,2
246,4           2,2.54,426.1,39.19,1.41,302,7.71,1
246,5           5,2.24,556.1,56.65,2.09,266,4.7,3
246,6           2,2.84,512.4,44.52,1.93,265,5.95,5
246,7           6,2.08,594.4,58.41,2.07,287,4.91,5
246,8           2,1.16,650.3,60.01,2.13,306,5.1,5
246,9           2,2.24,517.3,50.27,1.41,366,7.28,1
247,0           4,1.51,604,63.7,1.82,331,5.2,5
247,1           3,2,561.2,55.05,1.79,313,5.69,3
247,2           6,2.75,519,51.9,1.57,331,6.38,3
247,3           7,2.3,659.8,60.06,2.63,251,4.18,2
247,4           1,2.51,532.2,56.61,1.77,300,5.3,6
247,5           3,1.43,562.7,54.47,2.12,265,4.87,7
247,6           3,2.67,562.9,52.77,2.02,278,5.27,5
247,7           7,2.46,675.2,65.67,2.15,314,4.78,4
247,8           7,3.56,754.9,81.34,2.73,277,3.41,5
247,9           2,3.16,646,63.16,2.13,303,4.8,2
248,0           7,2.78,704.8,64.53,2.34,301,4.66,5
248,1           4,3.05,579.3,61.58,1.67,346,5.62,5
248,2           6,2.75,652.4,67.8,2.68,243,3.58,2
248,3           3,3.48,650.1,66.89,2.1,309,4.62,2
248,4           2,3.32,695.6,59.74,2.03,342,5.72,3
248,5           4,3.24,771.8,77.56,2.95,262,3.38,5
248,6           3,1.46,480.7,49.74,1.72,280,5.63,5
248,7           3,2.65,485.1,48.55,1.54,316,6.51,1
248,8           2,1.81,551,56.26,1.58,348,6.19,3
248,9           6,2.84,542.8,56.22,1.9,286,5.09,4
249,0           9,2.65,725.2,66.8,2.46,295,4.42,5
249,1          10,2.65,578.9,49.89,1.74,333,6.67,6
249,2           6,2.3,554.4,57.95,2.65,209,3.61,5
249,3           3,3.05,550.8,45.38,2.24,246,5.42,5
249,4           4,2.19,561,65.91,1.63,344,5.22,5
249,5           3,2.3,579.4,54.32,2.08,279,5.14,3
249,6           3,2.11,495,48.45,1.42,348,7.18,2
249,7           4,1.13,403,33.46,1.47,274,8.19,3
249,8           5,2.75,498.6,47.83,1.52,328,6.86,2
249,9           3,3.73,647.6,72.81,2.17,299,4.11,1
250,0           3,2.59,613.9,66.39,2.06,298,4.49,2
250,1           4,3.62,588.6,55.39,2.18,270,4.87,3
250,2           5,4.43,712,68.92,2.3,309,4.48,7
250,3           5,2.67,665.1,62.22,2.15,309,4.97,3
250,4           1,3.51,458,50.04,1.59,288,5.76,6
250,5           9,3.38,594.5,55.96,1.89,314,5.61,5
250,6           4,3.56,630.2,68.57,1.8,350,5.1,4
250,7           3,3.4,541.4,50.7,1.68,322,6.35,4
250,8           3,2.35,509.9,56.06,1.44,355,6.33,2
250,9           3,2.94,398.3,35.34,1.24,320,9.05,5
251,0           1,2.7,703.7,66.92,2.09,336,5.02,5
251,1           6,1.94,458.4,47.11,1.32,347,7.37,3
251,2           3,2.75,563.1,52.16,2.15,262,5.02,6
251,3           0,0,456.3,37.82,1.32,345,9.12,4
251,4           5,2.89,585.1,62.52,1.95,300,4.8,5
251,5           2,3.24,533.9,50.67,2.04,262,5.17,5
251,6           3,3.29,567.7,50.94,2.01,282,5.54,4
251,7           4,3.35,702.5,67.63,2.3,306,4.52,3
251,8           5,2.13,595.4,56.05,2,298,5.32,5
251,9           5,2.27,520.9,48.33,1.94,268,5.55,3
252,0           8,2.11,599.3,54.33,1.88,319,5.87,7
252,1           4,3.27,560.3,60.74,1.71,327,5.38,4
252,2           9,2.27,553.9,50.85,1.58,351,6.9,5
252,3          10,2.11,523.2,49.59,1.8,290,5.85,4
252,4           4,3.19,703.9,72.55,2.32,303,4.18,5
252,5           2,2.62,662,64.96,2.44,271,4.17,5
252,6           1,1.73,488.7,42.71,2.06,237,5.55,4
252,7           8,3.54,572.4,54.81,1.98,289,5.27,1
252,8           9,2.67,726.3,63.41,2.77,262,4.13,5
252,9           5,2.48,582.3,61.59,1.62,359,5.83,3
253,0           9,2.89,629.3,71.02,1.95,323,4.55,1
253,1           4,2.73,518.1,50.72,1.53,338,6.66,4
253,2           9,1.94,670.8,65.7,2.45,274,4.17,4
253,3           6,3.32,698.5,67.77,2.7,259,3.82,2
253,4           2,4.86,510.5,50.42,1.62,316,6.27,2
253,5           5,2.48,448,43.12,1.59,281,6.52,4
253,6           1,2.43,730.7,80.98,3.35,218,2.69,4
253,7           8,1.73,596.8,61.96,2.71,220,3.55,5
253,8           7,3.78,553.6,52.51,1.96,283,5.39,2
253,9           2,2.89,712.4,73.36,2.13,335,4.57,1
254,0           1,3.48,452.6,39.43,1.52,297,7.53,5
254,1           2,3.83,537.4,49.36,1.84,292,5.92,5
254,2           3,2.57,713.9,77.48,1.99,358,4.62,5
254,3           3,1.86,700,71.43,2.5,280,3.92,1
254,4           4,3.56,634.1,54.42,2.56,248,4.56,2
254,5           5,2.21,563.4,52.31,1.55,363,6.94,4
254,6           5,3.29,614.1,59.47,2.4,256,4.3,4
254,7           4,3.43,617,57.06,1.99,310,5.43,4
254,8           7,3.21,563.4,57.71,1.79,314,5.44,3
254,9           4,2.27,671.1,57.81,1.8,373,6.45,3
255,0           4,1.78,584.7,58.72,1.94,302,5.14,5
255,1           3,2.94,640.1,61.62,2.37,270,4.38,5
255,2           2,2.4,613.2,68.01,1.74,353,5.19,2
255,3           2,2.7,686.5,74.03,2.09,328,4.43,4
255,4           5,1.81,523.8,52.55,1.84,284,5.4,2
255,5           4,2.51,636.8,62.02,1.97,323,5.21,5
255,6           4,2.92,478.2,44.08,1.67,286,6.49,1
255,7           6,4.56,694.1,67.65,1.9,366,5.41,5
255,8           5,2.59,448.8,45.98,1.46,308,6.7,5
255,9           2,3.11,625.6,66.18,2.24,279,4.22,7
256,0           6,2.43,681.3,67.92,2.31,295,4.34,3
256,1           6,2.08,545.5,51.41,1.51,361,7.02,3
256,2          11,2.16,489.6,53.63,1.62,303,5.65,3
256,3           4,3.27,564.1,50.04,1.86,303,6.06,3
256,4           8,2.89,541.8,55.12,2.11,257,4.66,2
256,5           2,3.65,482,45.62,1.54,314,6.88,3
256,6           8,3.89,587.2,58.24,1.94,302,5.19,7
256,7           2,2.51,665.6,75.08,2.11,315,4.2,5
256,8           8,3.24,627.3,68.68,2.56,245,3.57,5
256,9           4,3.46,645.4,61.66,2.2,293,4.75,5
257,0           6,2.3,429.1,41.79,1.41,305,7.3,3
257,1           3,2.11,655.4,64.17,3.06,214,3.33,7
257,2           7,2.81,604.5,75.39,2.63,230,3.05,3
257,3           4,3.46,673.4,79.39,2.11,319,4.02,5
257,4           2,3.59,514.1,52.5,1.34,384,7.31,1
257,5           3,4.19,577.6,53.1,1.72,336,6.33,5
257,6          11,3,662.3,65.75,2.32,285,4.33,4
257,7           5,2.3,602.7,60.7,2.26,267,4.4,3
257,8           4,3.19,599.3,60.55,1.57,382,6.31,5
257,9           2,2.11,580.8,54.05,1.85,314,5.81,7
258,0           4,2.32,567.5,48.54,1.8,316,6.51,5
258,1           5,3.48,496.4,48.23,1.55,321,6.66,4
258,2           4,2.03,626,61.13,2.06,304,4.97,6
258,3           6,3.46,620,56.51,1.83,338,5.98,6
258,4           5,3.08,619.1,65.98,1.97,314,4.76,5
258,5           1,2.65,590.7,56.28,1.8,328,5.83,4
258,6           2,3.08,576.2,57.25,2,288,5.03,3
258,7           7,2.4,641.1,66.41,1.77,362,5.45,4
258,8           9,3.24,610.7,58.88,1.91,319,5.42,3
258,9           4,3.75,570.9,56.8,1.99,287,5.05,2
259,0           7,2.51,638.6,61.46,2.05,312,5.08,3
259,1           5,2.38,748.1,75.25,1.96,382,5.08,3
259,2           3,3.46,598.1,62.3,2.26,265,4.25,5
259,3           9,3.86,545.8,54.5,1.7,321,5.89,4
259,4           8,3.19,778,88.97,2.58,302,3.39,3
259,5           4,2.27,720.6,78.67,3.13,230,2.92,5
259,6           5,1.57,490.3,44.16,1.45,339,7.68,7
259,7           2,3.78,693.1,67.3,2.48,279,4.15,3
259,8           8,2.78,571.5,52.93,1.88,304,5.74,5
259,9           4,2.38,747.2,74.93,2.31,324,4.32,5
260,0           4,3.02,704.7,67.25,2.15,328,4.88,4
260,1           5,3.11,590.5,60.69,1.86,317,5.22,5
260,2           2,3.08,469.7,50.69,1.33,353,6.96,6
260,3           5,1.73,710,75.67,2.16,328,4.33,5
260,4           4,4.29,495.6,58.69,1.98,250,4.26,5
260,5           8,3.81,814.2,81.19,2.44,334,4.11,3
260,6           3,4.35,738.1,77.46,2.21,334,4.31,5
260,7           3,2.67,528.2,59.23,1.77,299,5.05,3
260,8           2,1.81,668.4,63.46,2.04,327,5.15,3
260,9           6,2.89,740,70.9,2.72,272,3.84,2
261,0           4,1.59,447,46.51,1.38,324,6.97,5
261,1           3,3.19,528.7,53.9,1.87,282,5.23,2
261,2           8,2.27,692.2,70.2,2.38,291,4.15,5
261,3           9,1.92,517,60.51,1.47,351,5.8,3
261,4           2,3.29,688.4,81.84,2.25,306,3.74,4
261,5           4,2.94,547.3,57.27,1.85,296,5.17,5
261,6           3,4.32,608.5,53.46,1.65,369,6.9,1
261,7           2,2.89,544.4,55.94,1.86,292,5.22,3
261,8           5,1.86,687.8,62.87,2.13,323,5.14,5
261,9           2,3,585.2,56.12,2.3,254,4.53,3
262,0           7,2.97,690.7,66.38,2.03,341,5.14,5
262,1          16,2.03,580.5,61.8,1.54,377,6.1,3
262,2           2,3.13,618,56.77,1.84,335,5.9,3
262,3           7,2.94,592.8,66.66,1.9,312,4.68,2
262,4           2,3.13,624.6,66.37,2.14,292,4.4,3
262,5           5,3.24,593.1,55.35,1.76,337,6.09,5
262,6           6,3.4,529,55.68,1.85,286,5.14,6
262,7           1,3.38,706.4,65.29,2.54,278,4.26,7
262,8           3,1.84,550.3,62.1,1.63,337,5.43,5
262,9           3,1.81,821.8,90.12,2.63,313,3.47,4
263,0           3,2.65,651,61.19,1.93,337,5.51,6
263,1           2,3.35,512.6,58.31,1.69,304,5.21,3
263,2           3,3.19,510.3,55.29,1.79,285,5.15,3
263,3           3,2.86,653.6,63.56,2.18,300,4.72,4
263,4           7,3.4,562.3,50.81,1.94,290,5.71,5
263,5           4,2.7,603.9,60.44,2.07,292,4.83,5
263,6           6,1.62,561.5,56.39,2.25,250,4.43,3
263,7           9,1.59,656.8,61.74,2.35,280,4.54,2
263,8           9,3.08,639.9,57.5,1.98,324,5.63,7
263,9           4,3.29,773,73.05,2.98,259,3.55,2
264,0           3,2.92,778.6,79.55,2.37,329,4.14,5
264,1           5,3.05,696.9,61.32,2.28,306,4.99,7
264,2           4,2.7,519.7,50.49,1.7,306,6.06,2
264,3           7,2.86,428.7,42.6,1.31,327,7.68,3
264,4           2,3.35,602.7,61.23,2.27,266,4.34,5
264,5           2,3.27,598.1,67.72,1.89,316,4.67,3
264,6           6,3.11,583.9,65.41,1.6,365,5.58,5
264,7           4,3.62,790.6,84.82,2.53,313,3.69,5
264,8           1,3.43,714.7,65.84,2.11,339,5.15,2
264,9           3,2.65,641.2,65.98,1.95,328,4.97,3
265,0           4,1.32,523.3,50.6,2.01,260,5.14,2
265,1           5,2.48,712.2,70,2.54,280,4,5
265,2           9,2.62,615.8,58.95,1.81,340,5.77,4
265,3           5,3.35,555,45.67,1.77,314,6.88,6
265,4           3,1.84,672.9,65.65,2.38,283,4.31,4
265,5           5,2.7,557.6,61.42,2.13,262,4.27,3
265,6           1,2.4,664.3,70.62,2.07,321,4.55,3
265,7           5,2.4,653.6,71.75,2.57,254,3.54,4
265,8           7,3.65,564.5,68,1.79,315,4.63,7
265,9           5,4.35,588.3,53.88,2.32,254,4.71,6
266,0           2,3.62,705.5,82.76,2.15,328,3.96,4
266,1           3,2.57,645.2,69.17,2.02,319,4.61,3
266,2           6,3.7,583.2,54.12,2.1,278,5.14,5
266,3           7,3.43,760.6,65.63,2.57,296,4.51,5
266,4           3,3.89,578.3,60.78,1.91,303,4.99,6
266,5           3,2.73,560.2,51.19,1.72,325,6.35,5
266,6           2,3.27,717.8,72.65,2.04,352,4.85,4
266,7           4,2.7,564.4,59.96,1.64,345,5.75,4
266,8           4,2.32,506.6,57.77,1.75,290,5.02,3
266,9           2,0.3,520.6,47.27,1.7,306,6.47,5
267,0           6,2.43,560,60.9,1.79,312,5.12,2
267,1           5,2.57,563.8,52.56,2,282,5.37,5
267,2          10,2.48,699.8,74.52,2.21,316,4.24,5
267,3           5,1.81,697.7,71.01,2.46,284,4,3
267,4           6,3.46,527.7,48.97,1.36,388,7.92,3
267,5           9,1.54,628.6,60.49,1.82,345,5.7,1
267,6           8,3.27,684.1,69.52,2.62,261,3.75,2
267,7           3,1.97,665.4,76.19,2.2,302,3.96,3
267,8           6,3.89,685.7,72.79,2.5,274,3.76,4
267,9           3,0.89,621.8,62.95,2.09,297,4.72,2
268,0           3,2.08,577.7,57.83,2.44,237,4.1,3
268,1           9,3.59,567.5,54.66,1.9,298,5.45,5
268,2           3,3.48,338.9,36.36,1.25,272,7.48,7
268,3           4,3.56,611.2,64.84,2.14,285,4.4,4
268,4           7,2.65,609,63.68,2.1,290,4.55,1
268,5           3,3.81,516.2,59.76,1.79,288,4.82,1
268,6           1,2.7,599.3,59.22,2.07,290,4.9,2
268,7           6,4.59,713.2,75.07,2.26,316,4.21,3
268,8           2,2.7,653.8,65.16,1.77,369,5.66,6
268,9           8,4.1,584.1,58.63,1.84,317,5.41,3
269,0           7,1.89,698.6,70.28,2.2,318,4.52,4
269,1           4,2.62,621.1,60.43,1.77,350,5.79,7
269,2           4,3.13,647.9,72.29,2.19,296,4.09,3
269,3           3,1.97,581.8,61.83,1.99,292,4.72,2
269,4           3,2.73,707.3,74.97,2.9,244,3.25,3
269,5           7,2.65,507.7,53.53,1.63,311,5.81,3
269,6           5,3.32,807.8,87.28,2.6,311,3.56,3
269,7           5,3.21,658.7,65.55,2.39,276,4.21,3
269,8           4,3.35,689.1,66.76,2.45,281,4.21,4
269,9           5,3.13,463.5,45.45,1.48,314,6.91,5
270,0           5,2.3,712.2,75.08,2.31,308,4.1,5
270,1           3,2.24,655,64.36,2.32,282,4.38,3
270,2           5,2.13,489.8,54.5,1.44,340,6.24,4
270,3          13,3.27,408.2,33,1.11,367,11.12,4
270,4           3,3.02,514.9,48.75,1.57,329,6.75,1
270,5           7,2.62,655.1,72.82,2.22,295,4.05,7
270,6           3,3.56,553.2,61.54,1.74,318,5.17,5
270,7           2,2.43,366.9,30.48,1.32,279,9.15,4
270,8           3,2.4,726,80.44,2.23,326,4.05,3
270,9           3,3.16,363.1,32.86,1.33,274,8.34,4
271,0           4,3.97,723.6,78.4,2.4,302,3.85,5
271,1           3,2.7,645.1,65.65,1.79,361,5.5,3
271,2           2,3.13,629,57.8,2.11,298,5.16,7
271,3           3,1.62,560.3,57.66,1.75,320,5.55,4
271,4           6,4.16,536.2,54.81,1.92,280,5.11,5
271,5           8,1.65,787.4,79.62,2.84,277,3.48,4
271,6           4,3.27,592.2,59.81,1.95,304,5.08,5
271,7           6,1.16,552.7,51.69,1.57,351,6.79,3
271,8           2,3.73,613.8,63.48,1.83,336,5.29,6
271,9           6,2.7,627.2,61.25,1.85,339,5.53,4
272,0           3,2.78,597.5,57.25,2.11,283,4.94,3
272,1           6,2.59,599.1,71.13,1.77,338,4.75,3
272,2           5,2.73,461.3,46.31,1.6,288,6.22,5
272,3           9,3.51,464.9,44.57,1.66,280,6.28,7
272,4          11,2.57,686.6,75.15,1.98,347,4.62,4
272,5           3,3.24,517.8,52.75,1.92,270,5.12,5
272,6           1,2.67,511,57.54,1.48,346,6.01,5
272,7           3,3.16,591.4,66.93,1.74,340,5.08,4
272,8           3,1.67,605.9,58.58,1.89,320,5.46,3
272,9           4,2.35,563.8,51.2,1.75,322,6.29,2
273,0           8,4,651.2,64.67,1.75,372,5.75,4
273,1           6,3.75,719.4,74.83,2.27,317,4.24,4
273,2           2,4.56,723.5,77.92,2.28,317,4.07,5
273,3           0,0,664.3,61.71,2.31,287,4.65,6
273,4           3,3,573.3,56.34,1.84,311,5.52,5
273,5           3,3.59,584.4,57.97,2.04,287,4.95,6
273,6           5,2.48,508.5,35.43,1.35,376,10.61,6
273,7           2,2.67,648.7,62.89,1.77,366,5.82,2
273,8           3,2.03,483.9,52.27,1.73,280,5.36,5
273,9           9,2.92,520,54.25,1.67,311,5.73,2
274,0           1,2.78,630.9,61.38,2.16,292,4.76,7
274,1           2,3.35,666.8,69.35,1.81,369,5.32,5
274,2           1,2.89,686.5,69.3,2.1,327,4.72,5
274,3           7,2.16,716.4,69.52,2.3,311,4.47,5
274,4           7,1.92,464.4,50.26,1.42,326,6.49,1
274,5           2,2.75,469.9,43.78,1.59,295,6.74,4
274,6           1,3.62,535.3,59.17,1.67,321,5.43,2
274,7           1,1.67,795.6,80.71,3.08,258,3.2,5
274,8          10,2.08,525.4,52.48,2.08,252,4.8,5
274,9           6,3.83,617.9,67.82,1.83,337,4.97,5
275,0           6,2.35,480.6,48.32,1.57,306,6.33,3
275,1           4,2.13,648.7,64.2,2.33,278,4.33,3
275,2           1,2.19,572.2,52.12,1.77,323,6.2,7
275,3           2,3.48,378.6,27.77,1.41,268,9.65,3
275,4           7,3.05,692,62.47,2.37,292,4.67,3
275,5           3,2.89,629.3,67.08,2.35,268,4,5
275,6           1,3.38,356.3,42.49,1.21,295,6.94,3
275,7           7,1.57,753.7,68.95,3.01,250,3.63,6
275,8           3,3.24,667,64.51,1.77,376,5.83,3
275,9           9,3.4,437.8,43.69,1.2,366,8.38,3
276,0           4,3.83,691.6,71.04,2.54,272,3.83,3
276,1           7,2.84,599.3,59.51,1.77,338,5.68,5
276,2           4,2.57,394.4,32.89,1.45,272,8.27,7
276,3           2,2.21,542,53.11,1.59,340,6.4,5
276,4           3,4.02,764.6,78.99,2.52,304,3.85,4
276,5           3,2.89,506.6,48.19,1.55,327,6.79,5
276,6           6,2.84,650.7,58.08,2.11,309,5.32,5
276,7           4,2.21,501.4,48.47,1.68,299,6.17,5
276,8           2,3.24,524.9,46.83,1.72,305,6.51,2
276,9           2,2.46,550.8,51.6,2.17,254,4.92,3
277,0           3,1.54,526.5,47.32,2.22,237,5.01,4
277,1           6,3.56,607.4,60.16,2.47,246,4.09,3
277,2           2,1.59,511.3,50.78,1.7,301,5.93,3
277,3           5,1.65,665.1,71.22,2.08,319,4.48,4
277,4           3,3.56,660.5,69.46,1.81,365,5.25,4
277,5          13,2.43,637.8,68.57,2.18,293,4.27,2
277,6           7,2,599.7,61.76,1.63,368,5.96,3
277,7           6,3.32,725.6,68.91,2.89,251,3.64,3
277,8           3,2.78,579,56.69,1.77,328,5.79,4
277,9           4,2.3,608.1,63.88,1.71,356,5.57,1
278,0           4,3.05,691.5,65.37,2.49,278,4.25,3
278,1           3,2.43,665.5,66.57,2.71,246,3.7,5
278,2           3,3.13,620.8,62.51,2.05,303,4.85,3
278,3           2,2.46,632.6,61.25,1.96,323,5.27,3
278,4           3,2.94,724.4,74.68,2.76,262,3.51,5
278,5           3,2.48,534.6,56.56,1.68,318,5.62,3
278,6           6,2.43,608.4,53.84,1.89,322,5.98,5
278,7           6,2.92,514.6,45.15,1.81,285,6.31,5
278,8           2,1.94,698.2,73.43,2.02,345,4.7,3
278,9           4,2.08,584.4,53.75,1.91,306,5.69,1
279,0           3,2.46,404,40.29,1.42,285,7.07,5
279,1           3,1.49,717.6,69.6,2.44,294,4.22,2
279,2           4,3,498.5,42.02,1.33,375,8.92,5
279,3           7,3.89,763.2,81.98,2.34,326,3.98,5
279,4           3,2.94,688.6,75.54,2.07,332,4.4,2
279,5           2,2.51,506.4,44.66,1.72,295,6.61,3
279,6           2,4.37,553.1,62.61,1.39,399,6.37,7
279,7           4,2.7,515.1,52.5,1.96,263,5.01,5
279,8           8,2.75,490.7,38.29,1.8,273,7.13,3
279,9           3,2.54,572.1,59.96,1.86,308,5.14,5
280,0           2,2.97,651,71.06,2.57,253,3.56,3
280,1           3,1.65,682,59.47,2.3,297,4.99,7
280,2           2,3.89,543.8,50.72,1.7,319,6.29,5
280,3           8,2.86,584.5,66.98,2.07,282,4.21,4
280,4           4,2.46,519.9,43.93,1.58,330,7.51,5
280,5           5,3.08,569.3,60.31,2.04,279,4.63,3
280,6           8,3.67,704.5,70.76,2.36,299,4.23,4
280,7           4,3.19,515.4,59.07,1.72,300,5.08,7
280,8           5,3.13,607.7,57.68,2.01,302,5.24,3
280,9           3,0.95,522.8,49.26,1.7,307,6.23,2
281,0           4,3,682.1,67.89,2.71,252,3.71,4
281,1           5,2.92,484.7,52.09,1.48,328,6.3,5
281,2           6,2.97,652.4,58.48,2.18,299,5.11,6
281,3           4,3.32,542.6,49.05,1.98,274,5.59,4
281,4           6,2.89,558.3,50.53,2.19,255,5.05,4
281,5           5,1.94,734.3,72.58,2.29,320,4.41,4
281,6           6,4.94,663.8,74.41,2.07,321,4.31,2
281,7           9,3.08,410.2,36.46,1.5,274,7.52,3
281,8           4,2.73,469.6,52.98,1.5,314,5.93,6
281,9           3,2.78,461.6,49.76,1.8,256,5.14,2
282,0           2,3.56,639.3,58.81,1.78,360,6.12,3
282,1           5,1.54,637.1,68.26,2.32,275,4.03,6
282,2           3,3.02,562.4,59.88,1.78,316,5.28,4
282,3           4,4.48,535.4,60.1,1.99,269,4.48,3
282,4           5,3.54,761.8,87.27,3.58,213,2.44,1
282,5           9,3.86,501.6,50.44,1.45,347,6.88,5
282,6          11,2.75,601.2,60.85,1.73,347,5.7,3
282,7           4,2.78,568.5,52.61,2.34,243,4.62,5
282,8           6,1.7,512.6,45.34,1.52,337,7.43,5
282,9           4,3.4,698.1,75.37,1.98,352,4.67,5
283,0           6,2.84,450.9,44.08,1.73,261,5.92,7
283,1           3,2.67,645.6,61.85,1.78,362,5.85,5
283,2           5,2.03,561.5,49.43,1.81,310,6.27,5
283,3           9,3.13,575.5,68.69,1.52,378,5.5,5
283,4           7,3.16,505.5,58.6,1.85,273,4.66,3
283,5          15,2.81,572.5,59.07,1.9,301,5.1,6
283,6           5,2.78,505.3,46.27,1.67,303,6.55,5
283,7           3,3.86,668.7,67.88,2.32,288,4.24,5
283,8           3,2.84,514.6,55.05,2.06,250,4.54,6
283,9           2,3.83,801,81.07,2.73,293,3.61,5
284,0           7,2.92,501.9,51.91,1.68,298,5.74,4
284,1           8,3.78,468.7,43.11,1.49,314,7.28,6
284,2           2,2.54,674.9,67.57,1.99,339,5.02,4
284,3           6,2.7,479.6,39.62,1.66,289,7.29,3
284,4           4,3.11,540.1,57.12,2.19,247,4.32,4
284,5           4,1.22,631.5,67.43,1.99,318,4.72,5
284,6           4,2.73,670.9,67.21,2.11,318,4.73,5
284,7           4,3.29,625.7,60.9,2.17,289,4.75,2
284,8           2,2.16,575.6,61.56,1.94,296,4.81,5
284,9           4,2.08,612.6,66.28,1.66,368,5.55,3
285,0           5,2.7,546.1,52.63,1.63,335,6.37,2
285,1           3,2.21,516.4,49.94,1.68,307,6.15,4
285,2           4,1.24,547.4,48.52,1.72,319,6.57,3
285,3           3,2.35,620.4,56.14,2.47,251,4.47,4
285,4           4,2.86,697.9,68.87,2.13,327,4.75,4
285,5           2,2.19,619,58.76,1.85,334,5.68,3
285,6           4,2.7,577.9,59.31,1.91,303,5.11,3
285,7           2,1.51,658.3,66.28,2.1,313,4.72,4
285,8           3,2,716.1,82.3,2.01,357,4.34,5
285,9           3,3.11,322.9,27.08,0.85,380,14.03,5
286,0           6,3.19,661.4,63.52,2.51,264,4.16,6
286,1           3,3.54,680.9,69.55,2.41,282,4.05,1
286,2           6,3.27,535.4,46.4,1.82,294,6.34,4
286,3           3,2.62,693.8,69.69,2.26,307,4.41,4
286,4           2,3.38,605.2,65.09,1.73,349,5.36,5
286,5           6,2.32,560.1,49.44,1.79,313,6.33,4
286,6           4,3,461.7,45.87,1.49,310,6.76,3
286,7           6,3.02,639.5,67.12,2.47,259,3.86,3
286,8           3,3.67,738.7,65.84,2.41,306,4.65,4
286,9           2,2.4,786.8,71.02,2.53,311,4.38,4
287,0           9,2.46,503,45.84,1.67,301,6.57,6
287,1           2,3.05,625.8,65.86,2.15,291,4.42,5
287,2           2,2.48,433.6,45.28,1.45,300,6.63,4
287,3           5,1.86,525.7,50.24,2.12,248,4.94,4
287,4          10,3.32,781.5,83.99,2.46,318,3.79,2
287,5           2,1.78,679.1,68.64,2.81,242,3.53,5
287,6           6,2.81,709.6,70.75,2.41,295,4.17,2
287,7           3,1.76,567.6,56.62,2.03,280,4.95,5
287,8           6,2.59,615,59.8,1.86,330,5.52,5
287,9           2,2.7,503.2,50.13,2.01,250,4.99,5
288,0           5,2.65,502.4,61.48,1.35,371,6.03,3
288,1           3,1.67,567.4,56.29,1.86,305,5.42,4
288,2           2,3.08,545.3,48.32,1.67,327,6.77,3
